# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 1
# model = code_1_model
# start_datetime = 2022-03-08 10:28:31 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 0
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = fixed_param
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = C:\Users\User\AppData\Local\Temp\tmptd51afq8\qxpsa_tz.json
# init = 2 (Default)
# random
#   seed = 71442
# output
#   file = C:\Users\User\AppData\Local\Temp\tmptd51afq8\code_1-20220308112831.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.1
# stancflags = 
lp__,accept_stat__,lambda,y_sim.1,y_sim.2,y_sim.3,y_sim.4,y_sim.5,y_sim.6,y_sim.7
0,0,181.503,169,202,172,173,219,186,190
0,0,45.4282,48,48,39,57,53,36,63
0,0,81.3438,89,95,72,68,74,85,77
0,0,0.00438953,0,0,0,0,0,0,0
0,0,64.6253,62,61,59,65,66,57,55
0,0,44.3851,45,26,41,52,44,44,39
0,0,17.8381,19,21,22,25,17,21,20
0,0,41.945,43,38,39,46,40,36,49
0,0,90.38,80,81,95,71,101,76,81
0,0,114.475,113,108,105,109,118,100,128
0,0,83.5137,77,88,88,81,81,67,83
0,0,220.077,231,242,239,235,240,217,227
0,0,116.548,134,96,118,120,101,120,111
0,0,116.903,96,125,114,131,108,129,121
0,0,98.4812,86,116,105,87,98,103,106
0,0,214.743,212,204,196,198,228,228,249
0,0,19.3038,17,19,20,22,16,20,20
0,0,9.38094,5,10,16,11,7,7,2
0,0,58.3988,59,49,52,55,53,58,51
0,0,215.011,197,217,188,219,197,237,238
0,0,2.68672,2,0,2,1,5,2,2
0,0,90.0848,82,86,94,81,71,94,89
0,0,169.422,160,188,171,161,145,177,183
0,0,122.585,113,113,108,111,123,121,135
0,0,72.4769,84,64,67,67,83,64,66
0,0,4.43545,3,8,5,7,3,3,4
0,0,11.4276,9,11,9,12,12,11,19
0,0,347.319,354,387,366,353,320,351,340
0,0,44.6549,48,44,45,37,59,47,41
0,0,179.736,195,197,174,178,173,186,170
0,0,17.5322,21,16,20,19,19,18,13
0,0,141.205,142,131,150,142,139,174,135
0,0,47.3749,41,42,39,56,41,47,53
0,0,14.8915,13,14,17,12,17,12,8
0,0,74.8075,74,65,75,72,62,71,89
0,0,51.1621,43,61,41,49,45,53,60
0,0,26.5241,26,35,23,23,36,18,28
0,0,62.8735,63,64,67,82,63,67,69
0,0,171.058,171,204,141,154,163,190,135
0,0,5.54449,6,8,3,6,7,3,3
0,0,183.908,193,191,173,166,165,172,158
0,0,158.067,171,135,176,151,146,154,165
0,0,4.38248,8,7,5,7,1,3,5
0,0,6.98589,7,11,8,4,6,5,9
0,0,40.2064,40,56,48,48,44,47,38
0,0,36.0222,35,38,44,33,45,34,42
0,0,108.002,104,109,100,110,94,105,129
0,0,46.2852,43,40,38,46,49,49,45
0,0,26.247,35,13,22,27,16,24,19
0,0,122.968,133,124,123,129,129,124,136
0,0,87.6907,80,81,92,97,79,84,84
0,0,185.1,171,175,174,174,161,197,186
0,0,92.5974,99,85,102,82,100,94,94
0,0,50.4855,53,44,41,40,65,50,48
0,0,121.139,126,142,106,110,129,116,107
0,0,116.368,108,111,106,111,131,140,126
0,0,53.4688,54,48,45,48,51,60,40
0,0,199.86,193,237,201,190,219,209,194
0,0,62.7983,56,53,54,61,56,59,48
0,0,173.153,154,172,169,166,177,163,173
0,0,131.908,118,122,132,117,127,138,131
0,0,90.9124,74,108,91,106,89,85,80
0,0,49.7357,43,50,45,44,54,54,56
0,0,112.735,120,125,128,105,120,92,117
0,0,275.377,273,304,269,242,277,261,309
0,0,23.5506,31,28,26,19,24,23,27
0,0,65.6918,65,72,57,74,56,80,59
0,0,24.8095,32,22,29,33,27,28,32
0,0,163.421,156,159,179,142,168,142,197
0,0,24.7763,27,32,27,28,30,25,24
0,0,25.4905,32,26,34,30,25,25,15
0,0,123.725,131,126,137,119,112,131,137
0,0,213.4,194,233,212,209,212,213,205
0,0,80.444,76,82,93,97,100,83,87
0,0,83.0793,81,83,85,94,81,86,80
0,0,115.671,100,127,106,95,100,114,96
0,0,104.187,92,106,108,91,100,126,110
0,0,200.058,223,201,216,204,198,170,236
0,0,22.1597,25,18,20,27,23,25,28
0,0,51.0062,59,49,46,53,56,46,47
0,0,59.6876,59,61,63,73,65,50,62
0,0,27.8257,22,35,34,35,30,33,23
0,0,183.053,171,187,184,171,193,172,162
0,0,11.4668,11,6,10,8,12,11,6
0,0,17.435,19,23,10,11,16,14,16
0,0,318.41,285,322,353,296,346,338,294
0,0,260.494,274,259,246,272,251,242,272
0,0,187.045,170,182,190,187,205,190,175
0,0,5.79502,2,3,8,2,5,6,6
0,0,126.425,127,125,123,113,119,108,132
0,0,81.8339,80,76,87,83,91,74,66
0,0,46.3764,58,50,52,39,54,41,46
0,0,56.0872,59,68,64,61,59,57,50
0,0,32.6033,28,29,30,46,40,26,29
0,0,106.326,113,104,104,106,120,103,104
0,0,67.9537,77,63,60,78,56,68,63
0,0,26.4218,20,34,29,22,27,24,25
0,0,168.816,174,182,182,171,164,200,150
0,0,258.882,229,255,254,240,237,250,248
0,0,6.99569,11,7,9,5,13,6,9
0,0,111.845,102,98,116,114,91,108,97
0,0,48.1695,55,49,36,47,42,64,54
0,0,31.6592,29,25,35,24,36,42,38
0,0,63.8723,57,60,64,54,58,66,54
0,0,266.237,257,239,293,275,315,260,255
0,0,48.8647,55,44,61,52,49,48,41
0,0,71.1138,74,87,66,80,69,93,65
0,0,41.8589,34,40,38,38,49,49,49
0,0,139.24,144,143,123,153,133,144,129
0,0,249.228,255,269,244,262,233,219,254
0,0,56.4983,46,55,54,56,59,55,52
0,0,56.4892,43,73,63,61,59,62,56
0,0,87.3092,98,95,79,88,83,97,95
0,0,96.4084,100,93,92,92,94,88,85
0,0,99.5091,99,116,92,111,105,123,94
0,0,81.7427,93,80,82,73,84,80,76
0,0,115.687,119,118,123,128,117,114,112
0,0,101.876,103,87,87,103,110,101,93
0,0,16.8698,11,13,15,16,14,14,10
0,0,15.2668,14,14,10,18,14,18,15
0,0,170.023,169,195,188,164,155,163,175
0,0,31.7379,30,32,31,26,29,36,21
0,0,0.411378,0,0,0,1,1,0,0
0,0,132.578,122,122,120,124,119,131,133
0,0,44.6249,46,48,52,54,44,44,48
0,0,80.5674,87,89,76,103,83,76,97
0,0,198.974,190,190,210,170,190,176,207
0,0,73.0624,72,71,94,72,70,53,70
0,0,77.9889,72,76,73,89,77,76,76
0,0,5.58613,5,6,7,5,7,8,7
0,0,52.3297,63,48,49,59,52,66,69
0,0,81.346,89,80,72,79,76,96,81
0,0,93.0989,81,99,94,97,96,85,88
0,0,127.239,117,115,113,112,119,123,131
0,0,75.4527,65,67,66,74,95,72,69
0,0,3.28557,8,3,5,3,5,0,5
0,0,75.5727,85,74,71,82,84,60,78
0,0,20.9734,18,21,15,23,15,24,17
0,0,168.584,153,177,178,173,178,183,145
0,0,10.6444,9,11,13,6,15,11,14
0,0,152.949,144,169,166,146,157,140,152
0,0,101.48,98,107,107,109,107,90,96
0,0,84.9745,87,80,91,85,93,90,79
0,0,17.902,21,24,15,17,20,14,17
0,0,81.8131,76,75,60,83,80,66,92
0,0,56.7646,54,59,68,62,59,56,62
0,0,220.287,228,237,260,250,240,228,236
0,0,85.2487,97,78,90,77,84,86,94
0,0,99.8077,114,106,106,94,85,108,111
0,0,32.477,28,36,30,27,23,27,42
0,0,41.5067,48,36,38,45,29,38,36
0,0,84.3644,73,101,74,98,112,84,93
0,0,64.3985,51,62,70,68,73,69,58
0,0,74.2942,71,69,70,66,84,96,86
0,0,19.064,22,27,23,13,16,17,27
0,0,315.609,309,300,319,347,325,301,275
0,0,61.7055,67,63,57,56,57,48,65
0,0,10.4367,11,14,10,9,13,9,6
0,0,29.5012,24,28,27,27,35,33,30
0,0,127.89,125,130,112,143,125,144,122
0,0,36.9114,51,36,37,23,43,37,35
0,0,216.889,229,224,226,216,233,190,199
0,0,80.705,78,83,78,74,83,72,69
0,0,117.622,99,128,140,106,108,126,109
0,0,99.3184,122,95,88,107,101,105,96
0,0,12.9073,11,10,9,15,12,11,10
0,0,214.052,191,209,229,200,228,210,222
0,0,63.7944,69,63,68,70,53,58,62
0,0,35.1006,39,31,35,26,24,32,29
0,0,42.5521,39,45,37,43,47,46,39
0,0,85.2259,93,91,85,87,85,68,82
0,0,128.584,144,129,133,132,131,119,123
0,0,60.9653,63,61,67,62,59,61,62
0,0,50.3889,55,54,51,39,55,51,46
0,0,150.951,151,133,148,135,158,154,144
0,0,55.5218,65,55,54,58,66,48,44
0,0,95.0408,105,94,95,93,95,85,95
0,0,26.5614,31,21,28,22,24,22,26
0,0,11.8021,14,12,9,10,11,12,14
0,0,3.61442,2,5,3,1,2,4,7
0,0,149.417,147,151,154,136,163,147,143
0,0,39.9007,44,31,48,48,50,39,42
0,0,206.309,184,196,220,198,235,220,195
0,0,101.403,127,106,104,112,128,101,112
0,0,119.488,135,119,124,122,115,105,112
0,0,148.659,180,141,142,129,147,153,149
0,0,65.6816,67,57,67,51,77,63,71
0,0,91.359,93,100,95,78,100,104,88
0,0,27.1964,21,26,28,30,31,27,28
0,0,25.4691,26,31,21,30,21,24,31
0,0,59.9449,60,67,68,59,58,57,62
0,0,179.228,160,175,169,200,172,186,205
0,0,167.767,188,186,147,188,157,145,174
0,0,48.6908,41,54,41,50,47,50,50
0,0,98.6425,100,90,89,92,99,96,105
0,0,128.503,124,120,126,145,136,136,115
0,0,58.1871,57,65,52,54,49,52,54
0,0,129.918,113,120,127,145,140,125,120
0,0,142.516,137,125,127,145,139,138,118
0,0,32.0669,31,28,31,35,31,24,26
0,0,291.155,275,275,307,312,270,280,292
0,0,343.215,355,344,333,330,318,349,350
0,0,114.903,111,119,125,120,117,106,100
0,0,73.9195,61,63,62,78,59,88,69
0,0,256.059,252,226,262,262,269,260,265
0,0,14.1186,10,14,15,10,16,21,11
0,0,54.4108,55,61,55,38,50,60,64
0,0,76.8474,64,79,66,75,88,90,76
0,0,102.752,104,102,100,101,110,113,96
0,0,127.676,120,134,119,133,131,126,120
0,0,130.561,141,130,124,131,114,139,145
0,0,129.675,130,130,121,129,124,135,138
0,0,51.2683,64,62,43,47,44,67,61
0,0,7.48389,8,9,13,10,5,3,11
0,0,116.653,126,127,113,113,107,124,126
0,0,184.056,188,167,192,169,194,203,188
0,0,31.0838,31,30,21,32,22,31,23
0,0,86.2471,87,89,96,83,87,88,98
0,0,102.561,100,96,97,101,99,108,103
0,0,30.0601,28,26,25,37,36,25,29
0,0,199.003,195,187,208,202,218,243,174
0,0,3.72839,3,4,3,4,3,5,4
0,0,58.717,66,49,53,55,63,58,47
0,0,29.2993,30,26,35,19,32,28,34
0,0,71.8126,72,69,73,73,76,58,69
0,0,252.399,250,265,250,273,263,276,273
0,0,193.273,191,193,169,209,207,203,170
0,0,166.917,174,164,162,151,176,169,183
0,0,74.7819,71,74,86,86,80,84,76
0,0,144.679,143,142,141,133,135,145,128
0,0,143.595,140,129,154,135,131,152,127
0,0,367.623,395,392,396,359,360,335,378
0,0,75.9889,70,90,96,75,94,70,65
0,0,251.034,227,262,233,262,252,258,241
0,0,51.4755,55,47,40,48,60,55,56
0,0,10.0554,8,11,13,6,11,8,11
0,0,69.4831,67,75,91,62,72,60,60
0,0,103.182,112,109,98,89,130,105,102
0,0,127.121,147,129,137,129,132,144,126
0,0,46.0506,46,50,47,41,41,39,40
0,0,110.361,121,113,113,113,123,97,100
0,0,90.7825,78,96,100,89,111,98,90
0,0,73.5334,73,72,69,71,70,81,67
0,0,173.68,191,184,206,160,193,164,174
0,0,32.5518,33,36,27,35,31,39,31
0,0,24.0582,20,32,19,22,22,21,32
0,0,37.8087,39,33,36,31,42,35,36
0,0,103.967,106,103,112,109,102,113,99
0,0,56.0888,60,61,62,61,56,68,58
0,0,45.2118,48,42,50,49,45,42,37
0,0,54.0769,62,67,48,56,53,52,58
0,0,187.121,177,203,188,177,183,178,185
0,0,56.755,70,55,51,65,53,67,54
0,0,37.3995,36,37,43,34,42,35,51
0,0,113.978,123,115,127,104,106,119,127
0,0,47.6314,42,43,39,51,44,55,55
0,0,25.0658,26,15,24,21,21,22,22
0,0,17.31,23,19,15,22,19,23,19
0,0,9.38916,14,8,8,8,4,13,10
0,0,51.7772,54,58,48,43,45,62,32
0,0,59.681,46,61,61,52,63,62,46
0,0,174.319,157,155,166,193,169,162,157
0,0,54.2209,45,78,61,56,59,34,52
0,0,40.5488,40,46,37,39,42,40,34
0,0,88.4182,96,91,117,95,102,79,75
0,0,46.9084,40,45,49,49,43,38,37
0,0,27.2147,31,31,19,25,33,30,21
0,0,56.1731,55,55,58,60,61,51,68
0,0,182.156,161,168,181,202,207,168,180
0,0,75.0736,68,75,77,79,102,70,75
0,0,55.286,58,60,73,50,40,57,46
0,0,36.5476,45,34,37,28,38,42,36
0,0,35.5264,28,34,35,27,33,37,30
0,0,135.556,124,137,150,118,141,155,171
0,0,3.27734,2,4,2,2,1,1,4
0,0,133.382,135,142,133,140,128,129,137
0,0,81.4092,69,78,69,75,82,76,72
0,0,143.972,153,136,143,137,130,150,158
0,0,68.7441,75,70,53,72,67,61,67
0,0,180.498,156,191,176,189,194,156,153
0,0,3.90255,6,2,3,1,6,6,4
0,0,71.5163,87,80,63,61,64,78,64
0,0,100.562,97,109,113,78,109,102,95
0,0,34.0615,44,46,38,37,28,38,32
0,0,183.666,207,162,205,175,154,165,196
0,0,145.697,122,139,145,160,134,161,140
0,0,176.026,205,168,179,154,175,164,185
0,0,95.9826,83,85,107,89,112,89,104
0,0,125.976,120,123,138,133,117,125,106
0,0,84.1111,99,88,87,82,71,95,76
0,0,35.3016,42,32,44,29,31,26,37
0,0,24.5728,21,29,20,29,15,22,22
0,0,35.4688,42,31,35,44,39,36,34
0,0,166.58,157,173,171,174,165,167,181
0,0,9.68244,8,10,12,9,8,9,12
0,0,84.2574,91,93,93,92,76,68,74
0,0,92.2243,102,92,90,101,104,89,77
0,0,124.173,138,133,129,121,125,111,129
0,0,31.5033,36,31,33,39,23,30,24
0,0,131.787,141,134,114,137,133,136,140
0,0,113.735,107,105,108,118,120,121,108
0,0,212.707,196,231,227,218,206,207,235
0,0,51.6416,36,38,59,59,62,55,70
0,0,145.577,141,143,137,163,153,148,146
0,0,241.9,260,230,242,241,222,231,243
0,0,21.0601,24,13,17,24,24,18,21
0,0,121.198,142,142,122,130,120,120,133
0,0,86.6907,89,85,95,109,82,85,81
0,0,5.68598,7,7,6,4,7,4,4
0,0,153.503,135,130,160,161,151,139,150
0,0,140.672,122,133,155,133,146,170,155
0,0,14.0941,11,23,11,15,12,9,10
0,0,199.941,218,199,188,226,200,168,186
0,0,72.2522,84,73,72,76,69,91,73
0,0,164.282,146,150,194,149,161,181,184
0,0,11.4399,13,8,11,12,14,16,14
0,0,16.1429,18,20,18,19,17,15,14
0,0,56.8006,66,52,58,45,58,46,62
0,0,131.251,125,125,129,132,131,130,132
0,0,8.10503,6,10,7,7,3,10,6
0,0,91.4804,104,92,104,94,94,93,85
0,0,242.386,258,232,247,217,212,235,241
0,0,178.622,191,181,171,189,176,174,182
0,0,28.0625,30,26,30,24,29,17,33
0,0,27.7772,28,24,34,20,28,26,25
0,0,26.1856,26,29,28,27,31,24,22
0,0,131.686,126,124,139,105,138,130,123
0,0,38.1293,43,49,40,34,42,35,35
0,0,153.155,139,155,161,137,175,134,150
0,0,134.691,147,146,119,125,146,145,138
0,0,61.9674,53,62,59,51,60,56,65
0,0,86.3062,85,74,78,85,83,100,85
0,0,21.4224,25,21,15,16,15,23,29
0,0,35.8166,44,27,39,46,19,35,27
0,0,115.868,118,117,121,111,116,124,126
0,0,14.8808,13,24,17,18,7,13,19
0,0,253.556,249,272,242,271,257,291,250
0,0,197.495,185,210,192,221,220,204,198
0,0,25.3583,29,34,27,31,22,22,19
0,0,81.6191,71,78,95,68,82,85,74
0,0,44.9071,48,51,40,43,46,46,46
0,0,315.724,332,337,346,334,343,317,271
0,0,20.8927,24,14,15,20,19,16,19
0,0,144.339,142,142,152,147,167,160,142
0,0,59.7122,64,52,52,62,67,60,52
0,0,139.771,129,142,134,138,168,148,126
0,0,13.0259,14,11,11,13,16,12,7
0,0,90.2886,103,94,103,98,83,108,93
0,0,145.361,149,131,153,137,155,144,149
0,0,104.76,126,91,101,94,100,113,98
0,0,21.5925,27,18,23,24,19,21,20
0,0,214.339,221,194,219,219,200,225,227
0,0,90.8703,85,82,80,93,98,84,73
0,0,99.2466,119,84,98,93,77,107,85
0,0,186.747,197,186,174,177,171,160,182
0,0,94.8533,105,81,99,87,80,87,81
0,0,33.5482,35,19,42,37,46,31,34
0,0,131.133,146,149,130,146,136,137,120
0,0,99.2919,103,95,114,104,107,108,99
0,0,11.3396,14,9,12,14,13,8,15
0,0,149.398,154,148,153,143,157,173,144
0,0,26.2692,19,31,22,30,26,28,19
0,0,74.2281,74,64,59,82,80,70,82
0,0,246.956,241,265,266,246,227,250,260
0,0,18.1916,20,18,16,19,19,10,15
0,0,53.7511,52,54,56,61,69,52,72
0,0,65.1853,60,65,59,55,70,57,56
0,0,156.543,147,141,148,145,165,146,166
0,0,96.1031,105,102,78,111,90,111,97
0,0,89.3017,89,85,97,87,96,84,91
0,0,69.8341,73,68,67,71,80,79,73
0,0,112.722,130,105,108,125,111,118,105
0,0,48.5377,49,44,37,49,52,37,65
0,0,163.422,168,151,154,158,148,159,150
0,0,165.658,174,162,141,163,153,163,158
0,0,37.4452,33,29,26,49,42,40,37
0,0,94.4097,99,104,88,94,78,90,100
0,0,260.043,267,274,253,268,292,290,297
0,0,165.906,170,175,171,162,177,151,166
0,0,189.278,171,185,205,173,195,165,191
0,0,40.1486,36,43,38,49,37,29,48
0,0,211.046,218,195,225,232,215,216,199
0,0,78.4865,79,75,69,81,78,86,87
0,0,71.1262,71,80,70,59,69,70,64
0,0,119.07,100,122,113,119,120,86,111
0,0,309.059,298,335,311,282,315,329,297
0,0,52.7869,51,57,46,54,58,48,36
0,0,48.1934,55,37,55,45,50,42,44
0,0,83.0004,80,78,91,95,96,86,83
0,0,19.394,27,17,17,22,18,19,20
0,0,82.3424,98,80,85,99,72,74,69
0,0,204.188,216,208,212,188,202,211,207
0,0,183.967,200,175,185,193,183,179,161
0,0,18.8426,21,26,21,20,18,11,20
0,0,100.915,91,102,100,101,99,96,97
0,0,179.603,169,181,194,202,186,179,165
0,0,57.8299,55,55,72,61,50,51,57
0,0,126.389,105,143,133,132,130,112,125
0,0,56.7793,50,67,44,64,49,54,63
0,0,14.0769,9,12,20,13,19,18,7
0,0,172.085,156,165,175,163,187,173,171
0,0,56.1834,59,44,60,49,53,66,50
0,0,2.5079,3,1,2,1,1,1,0
0,0,43.4176,31,45,45,47,40,51,42
0,0,154.326,160,165,152,136,126,139,180
0,0,135.881,157,146,129,131,153,142,122
0,0,19.4282,24,22,18,24,18,16,19
0,0,110.193,101,119,97,119,107,93,115
0,0,27.0394,31,34,28,30,34,32,29
0,0,86.2401,106,81,107,91,101,93,79
0,0,318.74,321,346,315,348,342,305,278
0,0,38.2756,46,36,45,39,53,39,37
0,0,63.7029,45,60,57,64,66,62,67
0,0,43.3993,35,49,33,48,34,38,39
0,0,147.716,141,150,159,142,152,136,128
0,0,17.3954,9,15,13,15,14,22,15
0,0,70.9198,68,70,80,75,62,66,74
0,0,120.31,130,125,110,109,101,106,110
0,0,150.115,146,150,140,155,170,169,124
0,0,11.8822,14,20,14,8,17,10,14
0,0,135.314,133,148,138,141,159,133,149
0,0,98.9085,93,78,76,103,105,89,106
0,0,7.26329,8,11,6,7,9,5,4
0,0,132.381,132,131,138,131,125,128,153
0,0,143.535,152,132,135,129,172,131,135
0,0,178.316,184,203,156,189,191,173,164
0,0,68.8878,91,66,71,83,64,62,73
0,0,21.6449,21,15,30,27,18,16,27
0,0,157.176,159,147,144,152,147,164,174
0,0,1.78264,1,0,3,1,0,0,1
0,0,90.3705,99,95,96,72,89,94,101
0,0,27.8647,26,27,19,28,20,37,33
# 
#  Elapsed Time: 0 seconds (Warm-up)
#                0.015 seconds (Sampling)
#                0.015 seconds (Total)
# 
